Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Tanah Potensial Kawasan Kemayoran, Luas 340m², Pinggir Jalan",Rp35 Juta Total,Harga per m² Rp.102 Ribu,LT340 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"TANAH PROSPEKTIF! Tanah Kawasan Tanah Abang, Luas 1453m², Pinggir Jalan Raya","Rp57,9 Miliar Total","Harga per m² Rp.39,9 Juta",LT1453 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah di Cempaka Putih, Luas 157m², Jalur Mudah, Area Prospektif","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Kawasan Cempaka Putih, Luas 157m², Area Berkembang","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA TERBAIK! Tanah Kawasan Cideng, Luas 116m², Akses Jalan Utama, Area Potensial","Rp6,5 Miliar Total",Harga per m² Rp.56 Juta,LT116 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Lokasi Potensial Kawasan Cideng, Luas 166m², Akses ke Pusat Kota","Rp4,1 Miliar Total","Harga per m² Rp.24,7 Juta",LT166 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Kawasan Cideng, Luas 144m², Lokasi Strategis, Kawasan Asri, Bebas Banjir","Rp3,9 Miliar Total",Harga per m² Rp.27 Juta,LT144 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Potensial di Senen, Luas 1849m², Akses Mudah","Rp53,6 Miliar Total",Harga per m² Rp.29 Juta,LT1849 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI PREMIUM! Tanah Kawasan Johar Baru, Luas 450m², Ideal untuk Investasi",Rp9 Miliar Total,Harga per m² Rp.20 Juta,LT450 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Lokasi Premium Kawasan Cikini, Luas 1075m², Cocok untuk Bisnis","Rp27,5 Miliar Total",lebih hemat,LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"LOKASI STRATEGIS! Tanah di Johar Baru, Luas 650m², Lokasi Berkembang, Cocok untuk Investasi",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"LOKASI STRATEGIS! Tanah Kawasan Salemba, Luas 339m², Area Asri, Cocok untuk Hunian",Rp9 Miliar Total,"Harga per m² Rp.26,5 Juta",LT339 m²,SHM,,,,"Salemba, Jakarta Pusat",Jakarta Pusat,Salemba,
,"Dijual Tanah Kawasan Johar Baru, Luas 650m², Lokasi Strategis, Kontur Datar",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"For Sale Tanah Kawasan Salemba, Luas 340m², Dekat Salemba, Jakarta Pusat, Jakarta Pusat",Rp9 Miliar Total,"Harga per m² Rp.26,4 Juta",LT340 m²,SHM,,,,"Salemba, Jakarta Pusat",Jakarta Pusat,Salemba,
,"Tanah Kawasan Menteng, Luas 865m², Lokasi Potensial, Lingkungan Nyaman, Kontur Datar","Rp25,9 Miliar Total",Harga per m² Rp.30 Juta,LT865 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Cikini, Luas 1075m², Dekat Fasilitas, Prospek Menjanjikan","Rp27,5 Miliar Total",lebih hemat,LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah di Johar Baru, Luas 650m², Area Nyaman",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Kawasan Menteng, Luas 391m2m², Lokasi Potensial, Lingkungan Asri, Kontur Datar",Rp25 Miliar Total,-15%,LT391 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"PROSPEKTIF! Tanah di Cideng, Luas 239m², Lokasi Strategis","Rp6,81 Miliar Total","Harga per m² Rp.28,5 Juta",LT239 m²,Lain-lain,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Area Berkembang Kawasan Cempaka Putih, Luas 992m², Dekat ke Pusat Kota, Lingkungan Nyaman","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Berkembang di Menteng, Luas 1192m², Akses ke Fasilitas Umum","Rp61,9 Miliar Total",lebih hemat,LT1192 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Komersial Kawasan Cempaka Putih, Luas 992m², Potensi Bagus","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Potensial Kawasan Cempaka Putih, Luas 157m², Akses Mudah","Rp2,5 Miliar Total",lebih hemat,LT157 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Kawasan Cempaka Putih, Luas 206m², Lokasi Strategis","Rp1,8 Miliar Total","Harga per m² Rp.8,73 Juta",LT206 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Lokasi Potensial di Senen, Luas 3915m², Akses ke Fasilitas Umum, Akses Senen, Jakarta Pusat, Jakarta Pusat","Rp7,39 Triliun Total",Harga per m² Rp.189 Miliar,LT3915 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah Kawasan Johar Baru, Luas 650m², Area Potensial",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"LOKASI PREMIUM! Tanah di Menteng, Luas 716m², Cocok untuk Investasi",Rp54 Miliar Total,"Harga per m² Rp.75,4 Juta",LT716 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah Kawasan Gajah Mada, Luas 3593m², Lokasi Berkembang, Bebas Banjir",Rp143 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Jual Tanah Area Berkembang Kawasan Senen, Luas 4241m², Area Nyaman",Rp674 Triliun Total,Harga per m² Rp.159 Miliar,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"AREA PROSPEKTIF! Tanah di Senen, Luas 4241m², Akses Transportasi",Rp169 Miliar Total,Harga per m² Rp.40 Juta,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Strategis Kawasan Menteng, Luas 573m², Cocok untuk Investasi",Rp95 Juta Total,Harga per m² Rp.165 Ribu,LT573 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Percetakan Negara, Luas 1m², Lokasi Potensial, Lingkungan Nyaman",Rp33 Miliar Total,Harga per m² Rp.33 Miliar,LT1 m²,Lainnya,,,,"Percetakan Negara, Jakarta Pusat",Jakarta Pusat,Percetakan Negara,
,"HARGA TERBAIK! Tanah Kawasan Petojo, Luas 78m², Lokasi Strategis","Rp1,6 Miliar Total","Harga per m² Rp.20,5 Juta",LT78 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"PENAWARAN MENARIK! Tanah di Menteng, Luas 529m², Area Potensial","Rp22,5 Miliar Total",lebih hemat,LT529 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Strategis di Cideng, Luas 450m², Ideal untuk Investasi","Rp24,7 Miliar Total","Harga per m² Rp.54,8 Juta",LT450 m²,Lainnya,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah di Bendungan Hilir, Luas 125m², Lokasi Strategis, Ideal untuk Perumahan","Rp2,9 Miliar Total",lebih hemat,LT125 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Dijual Tanah Area Berkembang di Gunung Sahari, Luas 508m², Dekat Gunung Sahari, Jakarta Pusat, Jakarta Pusat",Rp17 Miliar Total,"Harga per m² Rp.33,4 Juta",LT508 m²,Lainnya,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"Tanah Kawasan Kemayoran, Luas 5500m², Kawasan Bisnis",Rp151 Miliar Total,"Harga per m² Rp.27,5 Juta",LT5500 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Komersial di Menteng, Luas 604m², Lokasi Strategis",Rp80 Miliar Total,Harga per m² Rp.132 Juta,LT604 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
