Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Tanah Lokasi Strategis Di Jati Padang, Jakarta Selatan – Dekat Kantor, Hotel & Apartemen","Rp 32,4 Miliar Total",Rp 23 Juta /m²,1411 m²,Lainnya,Tanah,Dijual,las4300882,"Jati Padang, Jakarta Selatan",Jakarta Selatan,Jati Padang,"Tanah di Jati Padang, Jakarta Selatan. 

For sale di wilayah yang nyaman. Dengan rinciannya adalah sebagai berikut:
SERTIFIKAT : SHGB & SHP
LUAS LAHAN : 1.411 M²
LEBAR MUKA : 37 METER

INTENSITAS

KOMERSIAL :
KLB : 11
KDB : 6,39%
KDH : 20%
KTB : 60%

APARTEMEN:
KLB : 11
KDB : 55%
KDH : 20%
KTB : 60%



Dan properti ini juga terdepan karena:

  - Bebas Banjir.
  - Dekat Sekolah Negeri.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Pusat Bisnis.
  - Sejuk.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Properti Bisa Nego.
  - Lokasi Strategis.
  - Hitungan Tanah Meter Persegi.

Keberadaan tanah berikut terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 23.000.000, anda bisa langsung dapatkan tanah strategis di daerah Jati Padang ini."
,Tanah Dijual Dibawah Njop Dipinggir Jalan Kramat Jati S5724,"Rp 31,7 Miliar Total",,2263 m²,SHM,Tanah,Dijual,las3270247,"Condet, Jakarta Timur",Jakarta Timur,Condet,Dekat Lippo Mall Kramat Jati Pasar Induk RS Polri Harga 35 pct dibawah NJOP cocok untuk usaha mobil listrik  Untuk informasi lebih detail mengenai properti silahkan hubungi kontak diprofil saya  #78584
,"Dijual Cepat ! Istimewa!! Rumah Hitung Tanah Saja, Di Jl H. Ipin Dalam, Pondok Labu, Jakarta Selatan Dki Jakarta","Rp 4,8 Miliar Total",,373 m²,SHM,Tanah,Dijual,las8940044,"Pondok Labu, Jakarta Selatan",Jakarta Selatan,Pondok Labu,"Tanah di Pondok Labu.

Dapatkan tanah 1 lantai yang modern ini,  dijual menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

Building Size : 200 m2
Land Size : 373 m2
  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Taman Kota.
  - Dekat Tempat Ibadah.
  - Dekat Tempat Wisata.
  - Dekat Fasilitas Kesehatan.
  - Dekat Universitas.
  - Dekat Sekolah Negeri.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Akses Bandara.
  - Dekat Akses Bus Kota.
  - Dekat Akses KRL.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Lokasi Strategis.
  - Akses Jalan Muat 2 Mobil.
  - Properti Bisa Nego.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Properti Eksklusif.
  - Properti Mewah.
  - Dijual Cepat Butuh Uang.
  - Hitungan Tanah Kavling.
  - Hitungan Tanah Meter Persegi.
  - Hitungan Tanah Kosong.

Berlokasi di Pondok Labu, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 4.800.000.xxx Nego, anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati investasi di kawasan Pondok Labu yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut! Yunia ☎ 0813172xxxx<"
,Jual Tanah Plus Bangunan Kedoya Selatan Jakarta Barat Tanah di Kedoya Selatan 207.0 m² SHM,Rp 10 Miliar Total,,207 m² (18x12m),SHM,18x12 m,Tanah,Dijual,"Kedoya Selatan, Jakarta Barat",Jakarta Barat,Kedoya Selatan,"DIJUAL CEPAT !!

TANAH PLUS BANGUNAN
Kedoya Selatan - Jakarta Barat

LT : 11.5 × 18 (207 M²)
SHM
Hadap Timur
IMB 2 Lantai (GSB 6.5m)
PBB sampai 2025 Lunas
Lebar Jalan 2 Mobil
Lokasi Sangat Strategis
Direct Owner
(SY)

Harga Jual : 10 Miliar

Gretha
RE/MAX HARVEST
08129337xxxx"
,Kavling Siap Bangum Best And Strategic Area Langsung Jalan Raya Kebagusan Dalam Townhouse One Gate System Security 24jam,Rp 910 Juta Total,Rp 13 Juta /m²,70 m²,SHM,Tanah,Dijual,las8870044,"Kebagusan, Jakarta Selatan",Jakarta Selatan,Kebagusan,"Kavling siap bangum Best and Strategic Area langsung jalan raya kebagusan 
Dalam Townhouse One Gate System Security 24jam 

Row lebar 5 meter

Spesifikasi :

Unit on siap bangun 
SHM,IMB&PBB (pecah per kavling)
LT :  61m² sd 130m²
Free PBG/IMB 3 Lantai 
HARGA 13juta/meter
Akses Jalan : 2 Mobil 
Bebas Banjir : YA

Bisa Cash atau KPR
Untuk KPR dibantu sampai akad kredit notaris

Note : untuk survey lokasi konfirmasi 1 hari sebelum nya"
,Dijual Tanah Kavling Lokasi Strategis Di Srengseng Jakarta Barat,"Rp 2,3 Miliar Total",,150 m² (7x21m),SHM,7x21 m,Tanah,Dijual,"Srengseng, Jakarta Barat",Jakarta Barat,Srengseng,"Tanah di Srengseng.

Temukan tanah 1 lantai yang modern ini,  dijual menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Fasilitas Kesehatan.
  - Lokasi Pinggiran Kota.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Hitungan Tanah Meter Persegi.

Terletak di Srengseng, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 2.300.000.xxx, anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Manfaatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Srengseng yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut!"
,Kavling Murah Di Keutamaan Gajah Mada Jakarta Barat.,"Rp 5,7 Miliar",,214 m² (26x8m),HGB,26x8 m,Tanah,Dijual,"Tamansari, Jakarta Barat",Jakarta Barat,Tamansari,"Tanah ngantong lebar belakang. 
luas tanah 214.
jalan depan 4 mobil
cocok untuk hunian, kantor, kos kosan, gudang toko Dan lain lain
peruntukan komersil. dekat akses mrt, trans Jakarta Dan juga pusat bisnis Dan pusat pemerintahan."
,Tanah Kavling Di Perumahan Taman Modern Pulogebang Cakung,"Rp 3,6 Miliar Total",Rp 10 Juta /m²,360 m² (20x18m),HGB,20x18 m,Tanah,Dijual,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,"Dijual Tanah Kavling Hook Siap Bangun di Perumahan Taman Modern, Pulogebang, Cakung, Jakarta Timur
Luas tanah : 360 m2
Dimensi tanah : 18 x 20 
Hadap : Selatan & Timur
SHGB

Tanah Kavling Hook
Keamanan 24 Jam
Dekat Akses Toll Cakung
Dekat Akses Terminal Terpadu Pulogebang
Dekat Kelapa Gading
Dekat Aeon Mall Cakung
Dekat IKEA Cakung
Dekat Sekolah Al Azhar 
Dekat Kantor Wali Kota Jakarta Timur

Harga Rp. 10 Juta per meter Nego

LL"
las8901934,"Tanah di bangka kemang luas 900 meter , akses jalan lebar 2 mobil, dekat bangka raya kemang raya","Rp 16,9 Miliar Total",,900 m² (45x20m),SHM,45x20 m,Tanah,Dijual,"Bangka, Jakarta Selatan",Jakarta Selatan,Bangka,"Tanah di bangka kemang luas 900 meter , akses jalan lebar 2 mobil, dekat bangka raya kemang raya

Luas tanah 897m
Lebar 20 panjang 45
SHM"
,Jual Tanah Kosong Di Jatinegara Kaum,"Rp 4,23 Miliar Total",Rp 11 Juta /m²,385 m²,SHM,Tanah,Dijual,las8894886,"Jatinegara, Jakarta Timur",Jakarta Timur,Jatinegara,"Dijual tanah di jatinegara kaum
luas 385m
hadap barat
akses jalan 2 mobil pas
SHM
cocok untuk dibuat kontrakan
harga 11 jt/m"
las4347466,rumah tua hitung tanah kebayoran baru senopati area,Rp 16 Miliar Total,Rp 36 Juta /m²,446 m² (34x13m),SHM,34x13 m,Tanah,Dijual,"Patal Senayan, Jakarta Selatan",Jakarta Selatan,Patal Senayan,"TERMURAH..!! LUAS 500 METER CUMA 16 M DI KEBAYORAN BARU

UNDER MARKET
DIJUAL RUMAH HITUNG TANAH
KEBAYORAN BARU JAKSEL

Luas 446 Meter
( 294 m2 dan 152 m2 )
SHM
Bentuk Persegi
Lebar muka 13 Meter
Hadap Barat

COCOK DIJADIKAN TEMPAT USAHA
DIBAWAH HARGA PASARAN

Harga 16 M Nego
( 36 Juta / Meter )"
las8827227,Tanah komersil area senayan GBK dekat permata hijau,"Rp 53,3 Miliar Total",Rp 37 Juta /m²,1441 m² (57x25m),SHM,57x25 m,Tanah,Dijual,"Senayan, Jakarta Pusat",Jakarta Pusat,Senayan,"⸻

FOR SALE – TANAH KOMERSIL PREMIUM
Jl. Tentara Pelajar, Jakarta

LUAS TANAH : 1.440 M2

Lokasi strategis di jalur utama Jakarta!
Lahan komersial dengan peruntukan K2 – ideal untuk zona perkantoran & usaha.

Keunggulan Lokasi:
• Persis di depan jalan utama Tentara Pelajar
• ⁠Sangat dekat dengan halte busway & stasiun KRL commuter line
• ⁠Tidak banjir – aman untuk investasi jangka panjang
• ⁠Kawasan berkembang pesat dan ramai aktivitas bisnis

Harga Jual:
Rp 53 M atau 37 juta/m² (nego)

Jangan lewatkan kesempatan emas ini!
Hubungi kami untuk info lebih lanjut dan survey lokasi."
las3969087,Tanah Komersil Selangkah Ke Jalan Panjang Arteri Kedoya,"Rp 12,9 Miliar Total",,735 m² (45x16m),SHM,45x16 m,Tanah,Dijual,"Jalan Panjang, Jakarta Barat",Jakarta Barat,Jalan Panjang,"LEBAR MUKA 16 m
ZONA KOMERSIL 550 m
ZONA HUNIAN 185 m
DEKAT JALAN PANJANG ARTERI KEDOYA"
las8752961,TANAH MURAH COCOK UNTUK KOST / GEDUNG DEKAT BINUS,Rp 20 Miliar Total,,2000 m² (65x30m),Lainnya,65x30 m,Tanah,Dijual,"Kemanggisan, Jakarta Barat",Jakarta Barat,Kemanggisan,"JARANG ADA
COCOK UNTUK KOST EXCLUSIVE
JALAN 2 MOBIL
HADAP BARAT
DEKAT BINUS"
,#langka# Tanah Cocok Untuk Rumah Mewah Sebrang Botanica,"Rp 52,3 Miliar Total",,1162 m²,SHM,Tanah,Dijual,las2513889,"Simprug, Jakarta Selatan",Jakarta Selatan,Simprug,"JALAN LEBAR
SEBRANG BOTANICA"
las8752981,TANAH MURAH COCOK UNTUK CLUSTER BELAKANG PEJATEN VILLAGE,"Rp 35,6 Miliar Total",,3960 m² (80x50m),SHM,80x50 m,Tanah,Dijual,"Pejaten, Jakarta Selatan",Jakarta Selatan,Pejaten,"GIRIK 500 m2
COCOK UNTUK CLUSTER
JALAN 2 MOBIL
AREA CUKUP TENANG
BELAKANG PEJATEN VILLAGE"
las4123173,Tanah di Setiabudi Mega Kuningan,"Rp 15,7 Miliar Total",,351 m² (23x15m),SHM,23x15 m,Tanah,Dijual,"Kuningan, Jakarta Selatan",Jakarta Selatan,Kuningan,"Dijual tanah di Setiabudi, Jakarta Selatan
- Harga 15,7 M (Negotiable)
- Luas tanah 351 m2 (15 X 23 meter)
- SHM clear and clean
- IMB 7 lantai

Free design & konsultasi ide pembangunan by Mata Air

Lokasi strategis 500m dari Kawasan Mega Kuningan (Hotel JW Mariot & Hotel Ritz Calton), Ciputra World, Lotte Shopping Avenue, RS Siloam, Universitas Atmajaya, dan SCBD. 

Hanya berjarak 1 Km dari stasiun MRT di depan Gedung Sampoerna Strategic)
 
Peruntukan Kkt/Kpd, 16 lantai"
,kavling kota wisata lega nyaman posisi hook lt281 murah siap nego,"Rp 3,09 Miliar Total",Rp 11 Juta /m²,281 m²,HGB,Tanah,Dijual,las8945712,"Kota Wisata, Jakarta Timur",Jakarta Timur,Kota Wisata,"Tanah di Kota Wisata.

Miliki tanah yang modern ini,  dijual menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian strategis.

Spesifikasi Utama Properti:
  - Sertifikat: HGB - Hak Guna Bangunan

Fitur unggulan:

  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses KRL.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Akses MRT.
  - Dekat Akses LRT.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.

Berlokasi di Kota Wisata, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 11 jt/m (Ng), anda bisa memiliki hunian eksklusif yang sudah siap huni dan bersertifikat HGB - Hak Guna Bangunan. Jangan lewatkan kesempatan untuk menikmati investasi di kawasan Kota Wisata yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!"
,Gudang Hitung Tanah Row 2mobil Duri Kepa Greenville Jakarta Barat,"Rp 3,7 Miliar Total",,278 m²,SHM,Tanah,Dijual,las8765452,"Duri Kepa, Jakarta Barat",Jakarta Barat,Duri Kepa,"Kavling tanah kotak bisa untuk bangun ulang 4rumah 

Strategis: 
• dekat sekolah sekolah ternama, universitas, rs dan mall mall ternama
SHM
Lt 278 (Uk 15.2x18)
hadap timur
row 2mbl 
*Jual 3.7M* nego, KPR bisa dibantu
mau beli tanah sama Jaqualine y, wa ke 0817028xxxx
Agen properti spesialis Duri Kepa Jakarta Barat dan sekitarnya
menerima titip jual beli properti kami bantu pasarkan secara profesional dan maksimal. Gratis! 

Video Follow Instagram: 
@jaqualine_property

Update Listing: 
https://JAQUALINE.agenproperti123.com
JUAL • BELI • KPR • INVESTASI • JOIN PROPERTI"
,Tanah Hoek 194 Citra Garden Puri Semanan Jakarta Barat,"Rp 1,94 Miliar Total",Rp 10 Juta /m²,194 m²,SHM,Tanah,Dijual,las8916007,"Semanan, Jakarta Barat",Jakarta Barat,Semanan,"Kavling hoek strategis bebas banjir dalam perumahan Citra Garden Puri, Jakarta Barat 
Lt 194 
hadap selatan
*harga 10jt/mtr* nego

mau beli tanah sama Jaqualine y, wa ke Wa.me/62817028xxxx
Agen properti spesialis Jakarta Barat
menerima titip jual beli property kami bantu pasarkan secara profesional dan maksimal. Gratis! 
JUAL • BELI • KPR • INVESTASI • JOIN PROPERTI"
las4209029,"Intercon, Hadap Timur, Kavling Gandeng 750meter Bisa Beli Satuan","Rp 4,75 Miliar Total",Rp 19 Juta /m²,250 m² (25x10m),HGB,25x10 m,Tanah,Dijual,"Intercon, Jakarta Barat",Jakarta Barat,Intercon,"Dijual Kavling di Intercon Kebon Jeruk 

Kavling gandeng 3, Total 750meter
Posisi kavling BADAN (bukan hoek) 
Bisa beli 1 kavling

Spesifikasi per kavling : 
Luas tanah 250 (10x25) 
BADAN
Hadap TIMUR 
Sertifikat HGB

Harga 19jt per meter NEGO

Beli Properti, Belinya Sama
Meyke | 08128982xxxx
Era Fiesta PIK"
,Dijual.tanah Dalam.kompleksperumahan Duren Tiga Jakarta Selatan Murah Banget Nego Surat Shm Ya Hub 08193226xxxx,"Rp 2,81 Miliar Total","Rp 7,5 Juta /m²",375 m²,SHM,Tanah,Dijual,las8927046,"Duren Tiga, Jakarta Selatan",Jakarta Selatan,Duren Tiga,"Kesempatan terbatas buat Anda dapatkan tanah nyaman dengan return investasi tinggi di Duren Tiga, Jakarta Selatan.

Tanah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Detail Properti ini adalah:
  - Sertifikat: SHM - Sertifikat Hak Milik

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Pusat Perbelanjaan.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Cocok Untuk Investasi.
  - Properti Bisa Nego.

Lokasi Strategis terletak di Duren Tiga, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan

Harga yang sangat kompetitif yaitu, Rp. 7.500.000, tanah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti premium ini milik Anda. Hubungi segera dan dapatkan informasinya ataupun cek unit!"
,Dijual Tanah Pinggir Jalan.raya Bentuk Segitiga Cocok Buat Cafe Dan.toko,"Rp 1,5 Miliar Total",,160 m²,SHM,Tanah,Dijual,las4295037,"Tanah Kusir, Jakarta Selatan",Jakarta Selatan,Tanah Kusir,Dijual tanah bentuk segitiga cocok buat cafe atau toko serbaneka murah harga njop
Dijual,"Tanah Kavling Dibawah Njop 52 M, Area Komersial di Pancoran Timur Raya Perdatam",Rp 39 Miliar Total,,2145 m² (2145x25m),SHM,2145x25 m,Ada,Tanah,"Pancoran, Jakarta Selatan",Jakarta Selatan,Pancoran,"Tanah Kavling Dibawah Njop Area Komersial 
di Pancoran Timur Raya perdatam
KAVLING KOMERSIAL PANCORAN TIMUR RAYA 
HARGA dibawah NJOP 52 M
 
Luas Tanah : 2.145 M2 ( 25x85,8 ) 
Luas Bangunan : 820 M2 
Surat : SHM 
View : Selatan 
 
Harga nego"
las4077008,Tanah di Jalan Tebet Barat Jalan Raya Area Komersial,Rp 39 Miliar Total,,900 m² (32x28m),HGB,32x28 m,Tanah,Dijual,"Tebet, Jakarta Selatan",Jakarta Selatan,Tebet,"Tanah di jalan tebet barat jalan raya area komersial

Luas Tanah 900 m2
Dimensi Tanah ( 28 m x 32 m )
Luas bangunan 300m 2

Sertifikat HGB"
las8837074,BANGUNAN HARGA TANAH STRATEGIS DI MENTENG JAKARTA,Rp 282 Miliar Total,Rp 95 Juta /m²,2975 m² (60x50m),HGB,60x50 m,Tanah,Dijual,"Menteng, Jakarta Pusat",Jakarta Pusat,Menteng,"✅ TANAH SUPER STRATEGIS DI JALAN RAYA DAERAH MENTENG
✅ PERUNTUKAN UNTUK KOMERSIL 8 LANTAI

Lokasi Premium di jantung Jakarta Pusat – Menteng, kawasan prestisius dekat pusat pemerintahan, perkantoran, dan fasilitas umum.

Luas Tanah: 2.975 m². (Dimensi di gambar)
Hadap Utara & Timur
Legalitas: HGB berlaku sampai 2042. Surat-surat lengkap dan siap transaksi.
Harga per m²: Rp 95 juta - NEGO

Potensi luar biasa untuk dibangun:
- Gedung Perkantoran
- Klinik / Rumah Sakit
- Hotel
- Showroom atau usaha komersial lainnya

Akses sangat mudah:
- 5 menit jalan kaki ke Stasiun Gondangdia
- 5 menit jalan kaki ke Masjid Cut Meutia
- 6 menit berkendara ke Stasiun Gambir
- 10 menit berkendara ke Halte Transjakarta & MRT Bundaran HI
- 10 menit ke berkendara ke Grand Indonesia"
las8949877,KAVLING LUAS DI PERUMAHAN ASRI METLAND MENTENG,"Rp 3,25 Miliar Total",,200 m² (20x10m),PPJB,20x10 m,Tanah,Dijual,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,Jakarta Garden City,"✅ KAVLING DI PERUMAHAN MODERN & ASRI
✅ LINGKUNGAN AMAN DAN COCOK UNTUK KELUARGA
✅ LEGALITAS BERES & SIAP BANGUN

Berada di kawasan perumahan premium dengan akses mudah ke pusat kota dan berbagai fasilitas umum.

Luas Tanah: 200 m²
Dimensi Tanah: 10 x 20 m

Hadap: Selatan
Sertifikat: PPJB (bisa ditingkatkan ke Hak Milik – sudah lunas di developer)
Harga Jual: Rp 3.250.000.xxx - NEGO

Keunggulan Lokasi & Akses
- 5 menit ke Gerbang Tol Cakung Timur
- 10–15 menit ke Stasiun KRL (Cakung / Klender Baru / Buaran)
- 10–15 menit ke Mall (AEON Mall / IKEA Cakung)
- 10–15 menit ke Sekolah (Al Azhar, Global Mandiri, dll.)
- 15–20 menit ke Rumah Sakit (RS Mitra Keluarga Cakung / RS Harapan Jayakarta)
- 15–20 menit ke Terminal Bus Pulogebang
- 20–25 menit ke Kampus (UNJ, Universitas Borobudur, Kalbis Institute)
- 25–30 menit ke Bandara Halim Perdanakusuma"
las8970545,Tanah Padet Kebayoran Lama Jakarta Selatan Dijual Harga Termurah,Rp 171 Miliar Total,Rp 22 Juta /m²,7800 m² (1x1m),SHM,1x1 m,Tanah,Dijual,"Kebayoran Lama, Jakarta Selatan",Jakarta Selatan,Kebayoran Lama,"Dijual Tanah Besar
Jl. Raya Pasar Kebayoran Lama
Jakarta Selatan

SHM
Luas Tanah: 7.800m2
Lokasi Strategis Jl. Raya Utama
Kawasan Ramai
Hanya 5 Menit Jalan Kaki dari Halte Busway 

Harga 22jt/m Nego

Igantius Reiner
0822 100 500 10"
las8932778,Kavling Citra Garden 2 Dijual Murah Harga Dibawah NJOP Kalideres,"Rp 3,3 Miliar Total",,280 m² (20x14m),HGB,20x14 m,Tanah,Dijual,"Kalideres, Jakarta Barat",Jakarta Barat,Kalideres,"Dijual Cepat Kavling Siap Bangun 
Harga Dibawah NJOP
Citra Garden 2 Boulevard, Kalideres, Jakarta Barat

SHGB
Ukuran 14m x 20m = 280m2
Hadap Barat Daya

Harga Jual 3,3M (11,7jt/m) Nego
NJOP 2025 Sebesar 3.946M (14,1jt/m)

Ignatius Reiner
0822 100 500 10"
las4092045,Jarang Ada Kavling Boulevard Dijual Murah di Bawah Njop Kalideres,"Rp 3,3 Miliar Total",,280 m² (20x14m),HGB,20x14 m,Tanah,Dijual,"Kalideres, Jakarta Barat",Jakarta Barat,Kalideres,"Dijual Cepat Kavling Siap Bangun 
Harga Dibawah NJOP
Citra Garden 2 Boulevard, Kalideres, Jakarta Barat

SHGB
Ukuran 14m x 20m = 280m2
Hadap Barat Daya

Harga Jual 3,3M (11,7jt/m) Nego
NJOP 2025 Sebesar 3.946M (14,1jt/m)

Ignatius Reiner
0822 100 500 10"
Dijual,Tanah Luas Pingir Jalan Propinsi Jl Cilincing Raya Tarumajaya Bekasi,Rp 32 Juta Total,"Rp 3,2 Juta /m²",10 m² (44x220m),SHM,44x220 m,Ada,Tanah,"Marunda, Jakarta Utara",Jakarta Utara,Marunda,"Tanah Luas Pinggir SUPER STRATEGIS BU 
Jalan Raya di jl Cilincing Raya Tarumajaya dekat Pintu toll Cibitung Cilincing 

COCOK UNTUK PERUNTUKAN 
-Cluster/Perumahan
-Area Komersil 
-Pergudangan
-Pabrik
-Sekolah atau Kampus
-Mall
-Rumah sakit 
-Logistick
-DLL

Luas Tanah : 10.225 meter 
Lebar : 45 m
Panjang : 204 m

Akses jalan lebar 3 mobil 
Lokasi Terbaik :

1 KM dr Gerbang Toll Cibitung Cilincing
Dekat pelabuhan
Dekat Marunda Center
Dekat Fasilitas lingkungan sekitar Segara City
Dekat RS Tarumajaya

Pokoknya Mak nyos pingir jalan utama 
NEGO SAMPAI JADI"
las2932846,Tanah Murah Strategis siap Bangun di jl Cilincing Raya,"Rp 32,7 Miliar Total","Rp 3,2 Juta /m²",10225 m² (204x50m),SHM,204x50 m,Tanah,Dijual,"Cilincing, Jakarta Utara",Jakarta Utara,Cilincing,"Tanah Luas Pinggir SUPER STRATEGIS
Jalan Raya di jl Cilincing Raya Tarumajaya dekat Pintu toll Cibitung Cilincing 

COCOK UNTUK PERUNTUKAN 

-Cluster/Perumahan
-Area Komersil 
-Pergudangan
-Pabrik
-Sekolah atau Kampus
-Mall
-Rumah sakit 
-Logistick
-DLL

Luas Tanah : 10.225 meter 
Lebar : 50 m
Panjang : 204 m

Harga 2.950.000 / meter (nego) BU

Akses jalan lebar 3 mobil 

Lokasi Terbaik :
1 KM dr Gerbang Toll Cibitung Cilincing
Dekat Marunda Center
Dekat Fasilitas lingkungan sekitar Segara City
Dekat RS Tarumajaya

Pokoknya Mak nyos pingir jalan utama"
Dijual,"Tanah di Kavling marinir, Pondok kelapa, Pondok Kelapa 441 SHM - Sertifikat Hak Milik M²","Rp 4,63 Miliar Total","Rp 10,5 Juta /m²",441 m² (15x29m),SHM,15x29 m,Ada,Tanah,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,Pondok Kelapa,"DIJUAL TANAH DI PONDOK KELAPA ‼️
 (kav. Marinir) 
▶️Panjang : 29 M²
▶️Lebar     : 15 M²
▶️Luas      : 441 m

SHM☑️
✅Lokasi strategis,pengembangan lingkungan cukup bagus,jalan dua mobil,jalur hidup,bebas banjir,cocok untuk perumahan atau usaha perumahan. 

Harga 10,5 jt / Meter"
las8795458,Tanah Di Pondok Hijau Pondok Indah 448m2,Rp 19 Miliar Total,,448 m² (23x19m),SHM,23x19 m,Tanah,Dijual,"Pondok Indah, Jakarta Selatan",Jakarta Selatan,Pondok Indah,"Kesempatan terbatas buat Anda dapatkan tanah strategis dengan return investasi tinggi di Pondok Indah, Jakarta Selatan.

Tanah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Detail Properti ini adalah:
  - Sertifikat: SHM - Sertifikat Hak Milik

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bebas Banjir.
  - Dekat Akses Bus Kota.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Lokasi di Pusat Kota.
  - Lingkungan Tenang dan Damai.
  - Pemandangan City View.
  - Cocok Untuk Investasi.
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.

Lokasi Strategis terletak di Pondok Indah, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan

Harga yang sangat kompetitif yaitu, Rp. 42.000.000, tanah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda. Hubungi segera dan dapatkan informasinya ataupun cek unit!"
,Tanah di Komplek Pergudangan Herlambang Kamal Indah,"Rp 19,8 Miliar Total",Rp 9 Juta /m²,2200 m²,HGB,Tanah,Dijual,las3900147,"Kapuk Kamal, Jakarta Barat",Jakarta Barat,Kapuk Kamal,"DIJUAL TANAH / KAVLING DI KOMPLEK PERGUDANGAN HERLAMBANG KAMAL INDAH
JAK - BAR

LT. 2200m
HGB
L muka -/+ 50m
Harga: 9jt/m nego

HUB: Lena GadingPro GS
08138011xxxx"
,Dijual Cepat Tanah Di Daan Mogot Shgb Luas 9970m2,"Rp 84,7 Miliar Total","Rp 8,5 Juta /m²",9970 m²,HGB,Tanah,Dijual,las8812595,"Daan Mogot, Jakarta Barat",Jakarta Barat,Daan Mogot,"DIJUAL
Tanah di Daan Mogot
Luas tanah 9970m2
Harga per meter 8.5jt
Surat: SHGB

ste"
